,id,year,doy,longitude,latitude,grid10k,covertype,fuelcode,area_burned,prefire_fuel,consumed_fuel,ECO2,ECO,ECH4,EPM2.5,cwd_frac,duff_frac,fuel_moisture_class,burn_source,burnday_source,BSEV,BSEV_flag
0,13.0,2004.0,217.0,-98.8562,26.7118,6661.0,1.0,1.0,0.0,283.241322,263.414429,441.745998,18.43901,0.705951,2.686827,0.0,0.0,2.0,1.0,15.0,1.0,0.0
1,32.0,2004.0,217.0,-98.853,26.7664,6661.0,2.0,2.0,62500.0,221.033592,198.930233,333.606,13.925116,0.533133,2.029088,0.0,0.0,2.0,1.0,15.0,2.0,0.0
2,142.0,2004.0,138.0,-81.4988,26.108,8679.0,3.0,1600.0,0.0,6220.097576,1975.874972,3307.614703,152.142373,4.445719,23.512912,0.011424,0.083108,4.0,1.0,15.0,1.0,0.0
3,314.0,2004.0,55.0,-81.3036,26.1793,9142.0,3.0,1600.0,0.0,6220.097576,1975.874972,3307.614703,152.142373,4.445719,23.512912,0.011424,0.083108,4.0,1.0,15.0,1.0,0.0
4,430.0,2004.0,64.0,-80.6829,26.2107,9609.0,1.0,1.0,62500.0,353.519244,328.772897,551.352148,23.014103,0.8811110000000001,3.3534839999999995,0.0,0.0,2.0,1.0,15.0,2.0,0.0
5,646.0,2004.0,363.0,-97.3224,27.4257,9903.0,2.0,2.0,62500.0,148.17769199999995,133.359923,223.644591,9.335195,0.35740500000000003,1.360271,0.0,0.0,2.0,1.0,77.0,2.0,0.0
6,651.0,2004.0,151.0,-81.7588,26.4619,10059.0,3.0,1140.0,62500.0,7646.952224,3790.577645,6345.426977,291.874479,8.5288,45.107874,0.002329,0.042938,4.0,1.0,15.0,3.0,0.0
7,766.0,2004.0,157.0,-81.93799999999999,26.7668,11439.0,3.0,1140.0,62500.0,7646.952224,3654.487163,6117.61151,281.395512,8.222596000000001,43.488397,0.002416,0.044537,4.0,1.0,81.0,2.0,0.0
8,838.0,2004.0,356.0,-81.6615,26.7748,11903.0,3.0,1140.0,62500.0,7646.952224,3654.487163,6117.61151,281.395512,8.222596000000001,43.488397,0.002416,0.044537,4.0,1.0,81.0,2.0,0.0
9,1149.0,2004.0,69.0,-81.5955,26.8668,12365.0,3.0,1140.0,62500.0,7646.952224,3654.487163,6117.61151,281.395512,8.222596000000001,43.488397,0.002416,0.044537,4.0,1.0,81.0,2.0,0.0
10,117395.0,2004.0,132.0,-82.2844,27.1868,13279.0,3.0,1140.0,62500.0,7646.952224,3654.487163,6117.61151,281.395512,8.222596000000001,43.488397,0.002416,0.044537,4.0,2.0,12.0,2.0,1.0
11,1765.0,2004.0,213.0,-96.7804,28.1289,13596.0,1.0,1.0,62500.0,290.414826,270.085788,452.933867,18.906005,0.72383,2.754875,0.0,0.0,4.0,1.0,15.0,2.0,0.0
12,1803.0,2004.0,9.0,-80.9593,27.0616,13754.0,1.0,1.0,62500.0,254.547306,236.72899500000003,396.994524,16.57103,0.634434,2.414636,0.0,0.0,4.0,1.0,77.0,2.0,0.0
13,1839.0,2004.0,153.0,-81.5511,27.5195,15591.0,3.0,1140.0,62500.0,7646.952224,3654.487163,6117.61151,281.395512,8.222596000000001,43.488397,0.002416,0.044537,4.0,1.0,15.0,2.0,0.0
14,1948.0,2004.0,196.0,-81.0031,27.5916,16518.0,1.0,1.0,62500.0,350.044578,325.5414580000001,545.933024,22.787902,0.872451,3.320523,0.0,0.0,2.0,1.0,77.0,2.0,0.0
15,2094.0,2004.0,190.0,-81.4348,27.6776,16514.0,3.0,1600.0,62500.0,6220.097576,2017.491592,3377.280924,155.346853,4.539356,24.00815,0.011189,0.08139400000000001,4.0,1.0,81.0,2.0,0.0
16,2273.0,2004.0,184.0,-81.1586,27.8545,17438.0,1.0,1.0,62500.0,340.405182,316.576819,530.899326,22.160377,0.848426,3.229084,0.0,0.0,4.0,1.0,15.0,2.0,0.0
17,2509.0,2004.0,188.0,-81.0995,27.9723,18361.0,3.0,2950.0,0.0,1265.3954,972.353888,1511.037942,129.32306699999998,7.273207000000001,22.169669,0.01962,0.054430999999999986,3.0,1.0,81.0,1.0,0.0
18,2864.0,2004.0,348.0,-80.9434,28.028000000000002,18823.0,3.0,2950.0,62500.0,1265.3954,998.944901,1552.360377,132.859672,7.472108,22.775944,0.021417,0.061203,2.0,1.0,81.0,2.0,0.0
19,2732.0,2004.0,188.0,-81.3989,28.0783,18358.0,3.0,1140.0,62500.0,7646.952224,3663.56561,6132.808831,282.094552,8.243022999999999,43.596431,0.004888,0.044426,3.0,1.0,15.0,2.0,0.0
20,3079.0,2004.0,200.0,-81.0377,28.1033,18822.0,3.0,1140.0,62500.0,7646.952224,3663.56561,6132.808831,282.094552,8.243022999999999,43.596431,0.004888,0.044426,3.0,1.0,77.0,2.0,0.0
21,3203.0,2004.0,113.0,-82.084,28.3537,19272.0,3.0,1600.0,62500.0,6220.097576,2410.324706,4034.883558,185.595002,5.423231,28.682864,0.038606,0.136256,2.0,1.0,15.0,3.0,0.0
22,3297.0,2004.0,94.0,-81.9212,28.3893,19735.0,3.0,1600.0,62500.0,6220.097576,2252.18155,3770.151915,173.417979,5.067408,26.80096,0.041316000000000005,0.145824,2.0,1.0,15.0,2.0,1.0
23,3466.0,2004.0,66.0,-80.6698,28.430999999999997,20669.0,3.0,1140.0,62500.0,7646.952224,3842.452183,6432.264954,295.8688180000001,8.645517,45.725181,0.008856999999999999,0.084716,2.0,1.0,81.0,2.0,0.0
24,3430.0,2004.0,83.0,-80.8541,28.4529,20667.0,1.0,1.0,62500.0,344.552364,320.4336990000001,537.367312,22.430359,0.858762,3.268424,0.0,0.0,3.0,1.0,15.0,2.0,0.0
25,3769.0,2004.0,342.0,-94.5147,29.6102,20995.0,1.0,1.0,62500.0,160.619238,149.375891,250.50337,10.456312,0.400327,1.523634,0.0,0.0,3.0,1.0,77.0,2.0,0.0
26,3971.0,2004.0,68.0,-80.7214,28.5439,21129.0,1.0,1.0,62500.0,324.376884,301.670502,505.90143200000006,21.116935,0.808477,3.077039,0.0,0.0,2.0,1.0,77.0,2.0,0.0
27,3874.0,2004.0,51.0,-80.9009,28.5649,21128.0,3.0,1140.0,62500.0,7646.952224,3842.452183,6432.264954,295.8688180000001,8.645517,45.725181,0.008856999999999999,0.084716,2.0,1.0,15.0,2.0,1.0
28,4210.0,2004.0,52.0,-80.6439,28.5441,21591.0,3.0,1140.0,0.0,7646.952224,3806.638898,6372.313515,293.111195,8.564938,45.299003000000006,0.008941,0.085513,2.0,1.0,15.0,1.0,0.0
29,4744.0,2004.0,68.0,-94.2034,29.6777,21459.0,1.0,1.0,62500.0,137.753694,128.110935,214.842039,8.967765,0.343337,1.306732,0.0,0.0,2.0,1.0,15.0,2.0,0.0
30,5058.0,2004.0,196.0,-80.6891,28.6216,21591.0,3.0,1500.0,62500.0,4335.068543,2261.976341,3786.548394,174.172178,5.089447,26.917518,0.010324,0.026893,4.0,1.0,15.0,2.0,0.0
