,id,year,doy,longitude,latitude,grid10k,covertype,fuelcode,area_burned,prefire_fuel,consumed_fuel,ECO2,ECO,ECH4,EPM2.5,cwd_frac,duff_frac,fuel_moisture_class,burn_source,burnday_source,BSEV,BSEV_flag
0,239.0,2011.0,97.0,-81.0521,25.2176,4536.0,3.0,1600.0,0.0,6220.097576,1999.75772,3347.594423,153.981344,4.499455,23.797117,0.023231,0.082115,3.0,1.0,15.0,1.0,0.0
1,581.0,2011.0,2.0,-97.7979,26.7378,6671.0,1.0,1.0,62500.0,293.889492,273.317228,458.352991,19.132206,0.73249,2.787836,0.0,0.0,2.0,1.0,15.0,2.0,0.0
2,728.0,2011.0,163.0,-98.3282,26.7773,6666.0,1.0,1.0,62500.0,175.41459,163.135569,273.578349,11.41949,0.437203,1.6639830000000002,0.0,0.0,2.0,1.0,78.0,2.0,0.0
3,1714.0,2011.0,159.0,-80.6211,25.776999999999997,7766.0,1.0,1.0,0.0,284.922612,264.978029,444.368155,18.548462,0.710141,2.702776,0.0,0.0,4.0,1.0,81.0,1.0,0.0
4,3494.0,2011.0,159.0,-80.5742,25.83,7767.0,1.0,1.0,62500.0,314.96166,292.914344,491.217355,20.504004,0.78501,2.987726,0.0,0.0,4.0,1.0,15.0,2.0,1.0
5,4772.0,2011.0,38.0,-81.2643,25.9641,8220.0,3.0,1600.0,0.0,6220.097576,2210.56493,3700.485693,170.2135,4.973771,26.305723,0.042094,0.148569,2.0,1.0,81.0,1.0,0.0
6,2974.0,2011.0,158.0,-80.4645,25.7995,7768.0,1.0,1.0,62500.0,284.474268,264.561069,443.668913,18.519275,0.709024,2.698523,0.0,0.0,3.0,1.0,15.0,2.0,1.0
7,3426.0,2011.0,158.0,-80.5088,25.8178,7767.0,1.0,1.0,62500.0,250.40012400000003,232.872115,390.526537,16.301048,0.624097,2.375296,0.0,0.0,3.0,1.0,15.0,2.0,1.0
8,4757.0,2011.0,51.0,-81.3645,25.9784,8219.0,3.0,1600.0,62500.0,6220.097576,2041.37434,3417.260644,157.185824,4.593092,24.292355,0.022757,0.080441,3.0,1.0,77.0,2.0,0.0
9,4997.0,2011.0,161.0,-80.5576,25.8667,8228.0,1.0,1.0,0.0,291.535686,271.128188,454.681971,18.978973,0.7266239999999999,2.765508,0.0,0.0,4.0,1.0,15.0,1.0,0.0
10,5718.0,2011.0,161.0,-80.4988,25.8878,8228.0,1.0,1.0,0.0,289.406052,269.147628,451.360573,18.840334,0.721316,2.745306,0.0,0.0,2.0,1.0,15.0,1.0,0.0
11,5898.0,2011.0,162.0,-80.5411,25.9035,8228.0,1.0,1.0,62500.0,290.751084,270.398508,453.45829800000007,18.927896,0.724668,2.758065,0.0,0.0,2.0,1.0,15.0,2.0,1.0
12,5976.0,2011.0,162.0,-80.5769,25.9135,8227.0,1.0,1.0,62500.0,251.857242,234.227235,392.799073,16.395906,0.627729,2.389118,0.0,0.0,2.0,1.0,15.0,2.0,0.0
13,6683.0,2011.0,42.0,-81.5304,26.0941,8679.0,3.0,1600.0,62500.0,6220.097576,2252.18155,3770.151915,173.417979,5.067408,26.80096,0.041316000000000005,0.145824,2.0,1.0,77.0,2.0,0.0
14,6568.0,2011.0,162.0,-80.5591,25.9431,8228.0,1.0,1.0,62500.0,284.69844,264.76954900000004,444.018534,18.533868,0.7095819999999999,2.7006490000000003,0.0,0.0,2.0,1.0,15.0,2.0,0.0
15,6664.0,2011.0,38.0,-81.2885,26.0574,8681.0,3.0,1600.0,62500.0,6220.097576,2252.18155,3770.151915,173.417979,5.067408,26.80096,0.041316000000000005,0.145824,2.0,1.0,77.0,2.0,0.0
16,6836.0,2011.0,133.0,-81.4477,26.094,8679.0,3.0,1600.0,62500.0,6220.097576,2041.37434,3417.260644,157.185824,4.593092,24.292355,0.022757,0.080441,3.0,1.0,15.0,2.0,0.0
17,6640.0,2011.0,61.0,-80.7096,25.9704,8687.0,1.0,1.0,62500.0,334.01628,310.63514,520.93513,21.74446,0.8325020000000001,3.168478,0.0,0.0,4.0,1.0,15.0,2.0,0.0
18,6898.0,2011.0,175.0,-98.0261,27.1016,8513.0,1.0,1.0,62500.0,240.760728,223.907477,375.492839,15.673523,0.600072,2.283856,0.0,0.0,2.0,1.0,81.0,2.0,0.0
19,669782.0,2011.0,171.0,-98.4063,27.1764,8970.0,1.0,1.0,62500.0,124.863804,116.123338,194.738837,8.128634,0.311211,1.184458,0.0,0.0,2.0,3.0,81.0,2.0,1.0
20,7725.0,2011.0,117.0,-81.577,26.1905,9139.0,3.0,1600.0,62500.0,6220.097576,2017.491592,3377.280924,155.346853,4.539356,24.00815,0.011189,0.08139400000000001,4.0,1.0,15.0,2.0,0.0
21,7645.0,2011.0,39.0,-80.7259,26.0627,8687.0,1.0,1.0,62500.0,294.337836,273.734187,459.052232,19.161393,0.733608,2.792089,0.0,0.0,2.0,1.0,15.0,2.0,0.0
22,8264.0,2011.0,303.0,-80.9726,26.1591,9145.0,3.0,1600.0,62500.0,6220.097576,2041.37434,3417.260644,157.185824,4.593092,24.292355,0.022757,0.080441,3.0,1.0,77.0,2.0,0.0
23,8773.0,2011.0,166.0,-81.1889,26.2297,9604.0,3.0,1600.0,62500.0,6220.097576,2017.491592,3377.280924,155.346853,4.539356,24.00815,0.011189,0.08139400000000001,4.0,1.0,15.0,2.0,0.0
